student,rater,style,org,conv,sent_form
465,19,2,2,3,3
465,20,2,2,3,3
465,21,2,2,3,3
469,1,3,3,3,3
469,2,3,3,3,2
469,3,4,4,4,4
469,4,3,3,2,3
469,5,4,4,3,3
469,6,3,3,3,3
469,7,3,3,3,4
469,8,4,3,3,4
469,9,3,3,3,3
469,10,3,3,3,3
469,11,3,4,3,4
469,12,3,3,3,3
469,13,3,3,3,3
469,14,3,3,3,3
469,15,4,4,3,4
469,16,4,2,3,3
469,17,3,3,3,3
469,18,3,3,3,3
469,19,3,3,3,3
469,20,4,3,3,4
469,21,3,4,3,4
473,1,2,2,3,3
473,2,2,2,3,3
473,3,2,2,3,3
473,4,3,2,3,3
473,5,3,3,2,3
473,6,2,2,3,3
473,7,3,3,3,4
473,8,3,2,3,3
473,9,2,2,3,3
473,10,2,2,2,3
473,11,3,3,3,3
473,12,3,3,3,3
473,13,3,2,3,3
473,14,2,2,3,3
473,15,2,3,3,3
473,16,2,2,2,3
473,17,3,2,3,3
473,18,2,2,3,3
473,19,2,2,3,3
473,20,2,2,2,3
473,21,2,2,3,3
477,1,2,2,2,2
477,2,2,2,2,1
477,3,2,2,2,1
477,4,2,2,2,2
477,5,3,2,2,2
477,6,2,2,3,2
477,7,2,3,2,2
477,8,2,2,2,1
477,9,2,2,2,1
477,10,3,3,2,2
477,11,2,2,1,1
477,12,2,1,2,2
477,13,2,2,2,2
477,14,2,1,2,1
477,15,3,2,2,2
477,16,2,2,2,1
477,17,2,2,2,2
477,18,2,2,2,2
477,19,2,2,3,2
477,20,2,2,2,2
477,21,2,2,2,2
482,1,1,1,1,2
482,2,1,1,1,1
482,3,1,1,1,2
482,4,1,1,2,2
482,5,1,1,1,2
482,6,2,1,1,1
482,7,2,2,2,2
482,8,1,1,1,1
482,9,1,1,1,2
482,10,1,1,2,2
482,11,1,1,2,2
482,12,1,1,1,1
482,13,2,2,2,2
482,14,1,1,1,1
482,15,1,2,2,3
482,16,2,3,2,3
482,17,1,1,2,2
482,18,1,1,2,2
482,19,2,2,2,3
482,20,1,1,1,2
482,21,1,1,2,1
486,1,3,2,3,3
486,2,3,2,3,3
486,3,3,3,3,3
486,4,2,2,3,3
486,5,4,4,3,3
486,6,3,2,3,3
486,7,3,3,2,3
486,8,2,3,3,3
486,9,3,3,3,3
486,10,3,2,3,3
486,11,3,3,3,3
486,12,3,3,3,3
486,13,3,3,2,3
486,14,3,3,3,3
486,15,3,3,3,4
486,16,3,2,2,3
486,17,3,3,3,3
486,18,3,2,2,3
486,19,3,2,2,3
486,20,4,3,3,4
486,21,3,3,3,4
490,1,4,4,4,4
490,2,4,4,4,4
490,3,3,3,4,4
490,4,4,4,4,4
490,5,3,4,4,4
490,6,4,4,4,4
490,7,4,4,3,4
490,8,3,3,4,4
490,9,4,4,4,4
490,10,4,4,4,4
490,11,4,3,4,4
490,12,3,4,3,4
490,13,4,4,4,4
490,14,4,4,4,4
490,15,4,4,4,3
490,16,4,4,4,4
490,17,4,3,4,4
490,18,4,4,4,4
490,19,3,4,4,4
490,20,3,4,4,4
490,21,4,3,4,4
494,1,4,4,3,4
494,2,4,4,4,4
494,3,4,4,3,4
494,4,4,4,3,4
494,5,3,4,3,4
494,6,3,3,3,3
494,7,3,3,3,3
494,8,4,4,3,4
494,9,4,4,4,4
494,10,4,2,3,4
494,11,4,4,3,4
494,12,4,4,3,4
494,13,4,4,3,4
494,14,3,4,3,4
494,15,4,4,3,4
494,16,4,4,3,4
494,17,3,3,4,4
494,18,3,3,4,4
494,19,2,1,3,3
494,20,4,4,4,4
494,21,3,3,4,4
498,1,1,2,1,2
498,2,2,2,2,1
498,3,2,1,1,2
498,4,1,1,1,1
498,5,2,1,1,2
498,6,2,2,2,2
498,7,1,1,1,1
498,8,1,1,2,2
498,9,1,1,1,1
498,10,2,1,2,2
498,11,1,1,2,2
498,12,1,1,1,1
498,13,1,1,1,1
498,14,1,2,2,1
498,15,1,2,1,1
498,16,2,2,2,2
498,17,1,1,1,1
498,18,2,2,2,2
498,19,1,1,1,2
498,20,1,1,1,2
498,21,1,1,1,2
503,1,2,1,2,1
503,2,2,1,2,1
503,3,2,2,2,2
503,4,2,2,2,1
503,5,2,2,1,1
503,6,3,2,2,2
503,7,3,2,2,3
503,8,2,1,1,1
503,9,2,1,1,1
503,10,2,2,2,2
503,11,2,1,1,1
503,12,2,2,2,1
503,13,2,1,1,1
503,14,2,1,1,1
503,15,2,2,1,1
503,16,2,1,2,1
503,17,2,2,2,1
503,18,2,1,1,1
503,19,2,1,1,1
503,20,2,1,1,2
503,21,3,1,1,1
507,1,2,3,3,3
507,2,2,3,3,3
507,3,2,2,3,3
507,4,2,2,3,3
507,5,2,3,3,3
507,6,3,3,4,4
507,7,2,3,4,3
507,8,2,2,2,2
507,9,2,2,2,2
507,10,3,3,3,3
507,11,2,2,2,3
507,12,2,3,3,3
507,13,2,3,3,3
507,14,2,3,3,3
507,15,3,3,3,3
507,16,2,3,3,3
507,17,2,2,2,2
507,18,3,4,3,4
507,19,2,3,3,3
507,20,2,3,3,4
507,21,2,3,3,3
511,1,2,2,2,2
511,2,3,2,2,2
511,3,2,2,2,2
511,4,2,2,1,1
511,5,3,3,2,3
511,6,2,2,2,2
511,7,2,1,2,1
511,8,2,2,2,2
511,9,2,2,2,2
511,10,2,2,1,2
511,11,3,3,1,2
511,12,3,3,2,3
511,13,2,2,1,1
511,14,3,3,2,3
511,15,2,2,1,1
511,16,2,2,1,1
511,17,3,3,3,2
511,18,2,3,1,2
511,19,1,1,2,2
511,20,2,1,1,2
511,21,3,1,2,2
515,1,4,4,4,4
515,2,4,3,3,4
515,3,4,3,4,3
515,4,4,3,3,4
515,5,4,4,3,4
515,6,4,3,3,4
515,7,3,3,2,3
515,8,4,4,4,4
515,9,2,3,3,3
515,10,4,3,3,4
515,11,4,4,3,4
515,12,4,3,3,4
515,13,3,3,2,3
515,14,4,4,3,3
515,15,3,3,3,4
515,16,4,3,3,4
515,17,3,4,3,4
515,18,4,3,3,4
515,19,3,4,4,3
515,20,3,4,3,4
515,21,3,3,3,4
519,1,1,1,2,1
519,2,1,1,2,1
519,3,1,1,2,1
519,4,1,1,2,1
519,5,2,2,2,1
519,6,1,2,2,1
519,7,1,1,1,1
519,8,1,1,1,1
519,9,1,1,1,1
519,10,2,1,2,1
519,11,1,1,1,1
519,12,1,2,1,1
519,13,1,1,1,1
519,14,1,2,2,1
519,15,1,2,1,1
519,16,2,2,2,1
519,17,1,1,1,1
519,18,1,1,1,1
519,19,1,1,1,1
519,20,1,1,2,1
519,21,1,1,2,1
524,1,3,3,3,4
524,2,3,3,3,4
524,3,3,3,3,4
524,4,3,3,3,4
524,5,3,3,4,4
524,6,4,3,4,3
524,7,4,3,3,4
524,8,3,3,4,4
524,9,3,3,4,4
524,10,4,3,4,4
524,11,3,3,3,3
524,12,3,3,3,4
524,13,3,3,3,3
524,14,3,3,4,3
524,15,4,3,4,4
524,16,3,2,3,2
524,17,3,2,3,3
524,18,2,3,3,3
524,19,3,3,4,3
524,20,3,2,3,4
524,21,3,3,4,4
528,1,4,4,4,4
528,2,4,4,4,4
528,3,4,4,4,4
528,4,4,4,4,4
528,5,3,4,4,4
528,6,4,4,4,4
528,7,3,4,3,4
528,8,4,4,4,4
528,9,4,4,4,4
528,10,4,3,4,4
528,11,4,4,4,4
528,12,4,4,4,4
528,13,4,4,4,4
528,14,4,4,4,4
528,15,4,4,4,4
528,16,4,4,4,4
528,17,4,4,4,4
528,18,4,4,4,4
528,19,4,4,4,4
528,20,3,4,4,4
528,21,4,4,4,4
532,1,4,3,3,4
532,2,3,3,3,4
532,3,4,4,3,3
532,4,4,3,4,4
532,5,3,4,3,3
532,6,4,4,4,4
532,7,3,4,3,4
532,8,3,3,2,3
532,9,3,3,3,4
532,10,4,4,3,4
532,11,3,3,3,3
532,12,4,3,3,3
532,13,3,3,2,3
532,14,2,2,3,3
532,15,4,4,3,4
532,16,3,3,3,3
532,17,3,3,4,4
532,18,4,4,3,4
532,19,3,2,3,3
532,20,3,3,3,4
532,21,4,4,4,4
536,1,2,3,2,3
536,2,2,2,2,3
536,3,2,1,1,2
536,4,2,2,2,3
536,5,2,2,1,2
536,6,2,2,2,2
536,7,2,3,2,3
536,8,2,2,1,2
536,9,2,2,2,2
536,10,2,2,1,3
536,11,2,2,2,2
536,12,2,2,2,2
536,13,2,1,1,2
536,14,2,1,1,2
536,15,2,3,2,3
536,16,2,1,1,2
536,17,2,1,2,2
536,18,2,3,1,2
536,19,2,1,1,3
536,20,2,2,2,2
536,21,2,1,1,2
540,1,3,3,3,3
540,2,3,3,3,3
540,3,2,2,3,3
540,4,3,3,3,4
540,5,2,3,2,3
540,6,3,3,4,4
540,7,2,3,3,3
540,8,3,3,4,4
540,9,2,2,2,2
540,10,3,3,4,4
540,11,2,3,3,3
540,12,2,3,3,3
540,13,3,3,3,4
540,14,3,3,4,4
540,15,3,3,3,3
540,16,2,3,3,3
540,17,3,3,3,3
540,18,3,3,4,4
540,19,2,3,3,3
540,20,2,3,3,3
540,21,3,3,3,4
545,1,3,2,3,3
545,2,3,2,3,3
545,3,2,2,3,2
545,4,2,2,3,3
545,5,3,3,2,3
545,6,3,4,4,4
545,7,3,3,3,3
545,8,2,2,3,4
545,9,1,1,2,2
545,10,2,2,2,3
545,11,2,2,3,2
545,12,3,2,3,3
545,13,3,3,3,2
545,14,2,3,3,3
545,15,3,2,3,3
545,16,2,2,3,3
545,17,2,3,3,3
545,18,2,2,3,3
545,19,3,3,4,3
545,20,2,2,3,3
545,21,2,2,2,2
549,1,4,4,4,4
549,2,4,4,4,4
549,3,4,4,4,4
549,4,4,4,4,4
549,5,4,4,3,4
549,6,4,4,4,4
549,7,4,4,4,4
549,8,3,3,3,4
549,9,3,3,3,3
549,10,4,4,4,4
549,11,4,4,3,3
549,12,4,3,4,4
549,13,4,4,4,4
549,14,4,4,4,4
549,15,4,4,4,4
549,16,4,3,4,3
549,17,4,4,4,4
549,18,3,2,3,3
549,19,4,4,4,4
549,20,4,3,4,4
549,21,3,3,4,4
553,1,4,4,4,4
553,2,3,3,3,4
553,3,3,3,4,4
553,4,4,4,4,4
553,5,4,4,3,4
553,6,4,4,4,4
553,7,3,4,4,4
553,8,4,3,4,4
553,9,4,4,4,4
553,10,4,4,4,4
553,11,4,3,4,4
553,12,4,3,3,4
553,13,4,4,3,4
553,14,4,4,4,4
553,15,4,4,3,4
553,16,4,3,4,4
553,17,4,4,3,4
553,18,4,4,4,4
553,19,4,4,4,4
553,20,4,4,4,4
553,21,3,3,4,4
557,1,3,2,3,3
557,2,3,2,2,3
557,3,2,2,2,2
557,4,2,1,2,2
557,5,2,2,2,3
557,6,2,2,1,1
557,7,2,3,3,3
557,8,2,1,2,2
557,9,2,2,2,3
557,10,3,2,3,3
557,11,2,2,2,2
557,12,3,2,2,3
557,13,2,2,1,3
557,14,3,2,2,3
557,15,3,3,2,3
557,16,2,1,1,2
557,17,3,2,2,3
557,18,2,2,2,2
557,19,2,2,2,3
557,20,2,2,2,2
557,21,2,2,2,3
561,1,3,3,4,4
561,2,3,3,4,4
561,3,3,4,3,3
561,4,3,4,4,4
561,5,4,4,4,4
561,6,3,3,4,3
561,7,2,3,3,3
561,8,3,3,4,4
561,9,3,3,3,3
561,10,3,4,4,4
561,11,3,3,4,4
561,12,3,3,4,4
561,13,3,2,3,4
561,14,3,3,3,4
561,15,3,3,3,4
561,16,2,3,3,3
561,17,2,2,3,3
561,18,3,3,4,3
561,19,4,4,4,4
561,20,4,3,3,4
561,21,2,2,4,4
566,1,3,2,3,3
566,2,3,2,3,3
566,3,3,2,2,2
566,4,3,2,3,3
566,5,2,3,3,3
566,6,4,3,3,3
566,7,3,3,3,3
566,8,3,3,3,4
566,9,2,2,3,3
566,10,2,2,3,3
566,11,3,3,3,3
566,12,2,3,3,3
566,13,3,3,3,3
566,14,3,3,3,3
566,15,3,3,3,4
566,16,2,3,3,3
566,17,3,2,3,3
566,18,3,3,3,2
566,19,2,3,3,3
566,20,2,3,3,3
566,21,3,4,4,4
570,1,4,3,3,3
570,2,4,3,3,3
570,3,3,3,3,3
570,4,3,2,2,3
570,5,3,3,3,3
570,6,3,3,3,3
570,7,3,3,3,3
570,8,2,3,2,3
570,9,3,2,3,3
570,10,4,3,3,3
570,11,3,3,3,3
570,12,3,2,3,3
570,13,3,3,3,2
570,14,3,3,3,3
570,15,4,3,3,3
570,16,2,2,3,3
570,17,3,2,3,3
570,18,3,3,3,3
570,19,3,2,3,3
570,20,3,2,3,4
570,21,3,3,4,4
574,1,3,3,3,3
574,2,3,2,3,3
574,3,2,2,3,3
574,4,3,2,3,3
574,5,3,3,4,3
574,6,3,3,4,4
574,7,4,4,4,4
574,8,4,2,3,3
574,9,3,3,3,3
574,10,3,2,3,4
574,11,4,3,3,3
574,12,3,2,3,3
574,13,3,3,2,3
574,14,4,3,3,4
574,15,4,3,3,3
574,16,3,3,3,3
574,17,2,2,3,3
574,18,4,3,3,3
574,19,3,2,3,3
574,20,3,3,3,3
574,21,2,2,4,4
578,1,1,1,1,1
578,2,1,1,1,1
578,3,1,1,1,2
578,4,1,1,1,1
578,5,1,1,1,1
578,6,2,2,1,1
578,7,2,1,1,2
578,8,1,1,1,1
578,9,1,1,1,1
578,10,1,1,1,1
578,11,1,1,1,1
578,12,2,1,1,1
578,13,2,1,1,2
578,14,1,1,1,1
578,15,2,1,1,1
578,16,2,1,1,1
578,17,2,1,1,1
578,18,2,2,1,1
578,19,2,1,1,2
578,20,2,2,1,2
578,21,1,1,1,1
582,1,1,1,1,1
582,2,1,1,1,1
582,3,1,1,1,1
582,4,1,1,1,1
582,5,1,1,1,1
582,6,1,1,1,1
582,7,1,1,1,1
582,8,1,1,1,1
582,9,1,1,1,1
582,10,1,1,1,1
582,11,1,1,1,1
582,12,1,1,1,1
582,13,1,1,1,1
582,14,1,1,1,1
582,15,1,1,1,1
582,16,1,1,1,1
582,17,1,1,1,1
582,18,1,2,1,1
582,19,1,1,1,1
582,20,1,1,1,1
582,21,1,1,1,2
587,1,3,3,3,3
587,2,3,3,3,4
587,3,3,3,4,4
587,4,4,3,3,3
587,5,3,3,4,3
587,6,4,4,4,4
587,7,3,3,4,4
587,8,4,3,4,4
587,9,3,3,4,3
587,10,4,3,4,4
587,11,3,3,3,3
587,12,4,3,3,3
587,13,3,3,3,3
587,14,3,3,3,3
587,15,3,3,4,4
587,16,4,3,4,4
587,17,2,2,3,3
587,18,3,3,4,4
587,19,3,3,3,3
587,20,3,3,4,3
587,21,3,3,3,4
591,1,3,3,3,4
591,2,3,3,3,4
591,3,2,2,3,2
591,4,3,4,4,4
591,5,3,3,3,3
591,6,3,4,4,4
591,7,2,3,3,3
591,8,2,2,3,4
591,9,3,3,3,3
591,10,3,2,3,3
591,11,3,3,3,3
591,12,3,3,3,3
591,13,3,4,2,3
591,14,2,2,3,3
591,15,4,3,3,4
591,16,2,3,3,3
591,17,3,3,3,3
591,18,3,4,4,4
591,19,2,2,3,3
591,20,2,2,2,3
591,21,3,3,3,4
595,1,3,3,3,3
595,2,3,3,3,3
595,3,2,3,3,3
595,4,2,2,3,3
595,5,3,3,3,3
595,6,2,3,3,4
595,7,3,3,3,3
595,8,3,2,2,3
595,9,2,2,3,3
595,10,3,3,4,4
595,11,3,3,3,3
595,12,3,3,3,3
595,13,2,3,3,3
595,14,2,2,3,3
595,15,3,3,3,4
595,16,2,2,3,3
595,17,2,2,3,3
595,18,2,3,3,3
595,19,2,2,2,3
595,20,3,3,3,3
595,21,1,1,2,3
599,1,2,2,3,3
599,2,3,2,3,3
599,3,3,3,3,3
599,4,2,2,2,3
599,5,3,2,2,3
599,6,2,2,2,3
599,7,3,3,4,4
599,8,3,2,2,3
599,9,2,3,2,3
599,10,3,3,3,4
599,11,3,3,3,3
599,12,2,2,3,3
599,13,2,3,3,3
599,14,2,2,3,4
599,15,3,3,3,3
599,16,2,2,2,3
599,17,3,3,3,3
599,18,2,2,2,2
599,19,2,2,2,3
599,20,3,2,1,3
599,21,1,2,3,4
603,1,3,3,4,4
603,2,3,3,3,3
603,3,2,3,3,3
603,4,3,2,3,3
603,5,4,4,4,4
603,6,3,4,4,4
603,7,3,4,4,4
603,8,2,3,3,3
603,9,2,2,3,3
603,10,3,3,3,3
603,11,3,3,3,3
603,12,3,3,3,3
603,13,3,3,3,3
603,14,3,3,4,4
603,15,3,3,4,3
603,16,3,3,3,4
603,17,3,3,4,3
603,18,3,2,3,3
603,19,2,3,3,3
603,20,2,2,3,3
603,21,3,3,3,4
608,1,2,3,2,3
608,2,3,3,3,3
608,3,2,2,3,2
608,4,3,3,3,3
608,5,3,3,3,3
608,6,2,3,3,3
608,7,3,3,4,4
608,8,2,1,2,2
608,9,2,2,2,2
608,10,3,2,3,2
608,11,3,3,3,3
608,12,3,3,3,2
608,13,3,4,2,3
608,14,3,3,4,4
608,15,2,3,3,3
608,16,2,2,2,2
608,17,3,3,3,3
608,18,3,3,2,3
608,19,3,2,3,3
608,20,2,2,2,2
608,21,1,2,3,3
612,1,2,2,2,2
612,2,2,2,2,1
612,3,2,2,2,2
612,4,2,2,2,2
612,5,2,1,2,2
612,6,2,2,2,2
612,7,2,3,2,3
612,8,2,2,2,3
612,9,1,1,2,1
612,10,2,2,2,3
612,11,2,2,2,2
612,12,2,2,2,2
612,13,2,2,2,2
612,14,2,2,1,2
612,15,2,2,2,2
612,16,2,3,2,2
612,17,2,1,2,2
612,18,2,2,2,2
612,19,2,2,3,3
612,20,2,2,2,2
612,21,2,1,2,2
616,1,2,3,2,3
616,2,2,3,2,3
616,3,2,2,2,3
616,4,3,3,2,3
616,5,2,3,2,3
616,6,3,3,4,3
616,7,2,3,2,2
616,8,2,2,2,3
616,9,2,2,2,2
616,10,2,2,2,3
616,11,2,2,2,3
616,12,2,3,3,3
616,13,2,2,2,2
616,14,2,3,2,3
616,15,3,3,3,3
616,16,2,3,3,3
616,17,2,2,2,2
616,18,2,2,1,2
616,19,1,3,3,3
616,20,2,3,2,3
616,21,2,1,1,1
620,1,4,3,4,4
620,2,4,4,4,4
620,3,4,3,4,4
620,4,3,3,4,4
620,5,4,3,3,3
620,6,4,3,4,4
620,7,4,4,4,4
620,8,4,3,3,4
620,9,3,3,3,4
620,10,4,3,4,4
620,11,4,4,3,4
620,12,4,3,3,3
620,13,4,3,4,3
620,14,3,3,3,4
620,15,4,3,4,3
620,16,4,3,3,3
620,17,4,3,4,4
620,18,4,3,4,4
620,19,3,2,2,3
620,20,4,3,4,4
620,21,3,2,3,4
624,1,4,4,4,4
624,2,4,4,4,4
624,3,4,4,4,4
624,4,4,4,4,4
624,5,4,4,4,4
624,6,4,4,4,4
624,7,4,4,4,4
624,8,4,4,4,4
624,9,3,4,4,4
624,10,4,4,4,4
624,11,4,4,4,4
624,12,3,4,4,4
624,13,4,4,4,4
624,14,3,4,4,4
624,15,3,4,4,4
624,16,4,4,4,4
624,17,3,3,4,4
624,18,3,3,3,3
624,19,3,4,4,4
624,20,4,4,4,4
624,21,4,4,4,4
629,1,1,1,1,1
629,2,2,1,1,1
629,3,1,1,1,1
629,4,1,1,1,1
629,5,2,1,1,1
629,6,1,1,2,1
629,7,1,1,1,1
629,8,1,1,1,1
629,9,1,1,1,1
629,10,1,1,1,1
629,11,1,1,1,1
629,12,1,1,1,1
629,13,1,1,1,1
629,14,1,1,2,1
629,15,2,2,1,1
629,16,1,2,1,1
629,17,1,1,1,1
629,18,3,1,2,2
629,19,1,1,1,1
629,20,1,1,1,1
629,21,1,1,2,2
633,1,2,2,2,2
633,2,2,2,2,2
633,3,2,2,2,2
633,4,2,1,2,2
633,5,2,2,1,1
633,6,2,2,2,2
633,7,2,3,3,3
633,8,2,2,2,2
633,9,1,1,2,2
633,10,2,2,2,2
633,11,2,1,2,2
633,12,3,2,3,2
633,13,3,2,2,2
633,14,1,1,2,1
633,15,3,2,3,2
633,16,2,2,2,1
633,17,2,2,2,2
633,18,2,1,2,2
633,19,1,2,1,2
633,20,2,2,2,2
633,21,2,2,2,2
637,1,3,3,3,3
637,2,3,3,2,2
637,3,2,2,2,3
637,4,3,3,3,3
637,5,2,2,2,1
637,6,3,3,3,3
637,7,3,4,2,2
637,8,2,2,2,2
637,9,3,3,2,2
637,10,3,2,3,3
637,11,3,3,2,2
637,12,3,3,2,3
637,13,2,3,2,3
637,14,2,3,2,2
637,15,3,3,3,3
637,16,3,3,2,2
637,17,2,2,2,2
637,18,3,3,3,2
637,19,2,2,3,2
637,20,2,3,2,3
637,21,2,1,2,2
641,1,4,4,4,4
641,2,3,4,4,4
641,3,4,4,4,4
641,4,4,4,4,4
641,5,4,4,4,4
641,6,4,4,4,4
641,7,4,4,3,4
641,8,4,4,4,4
641,9,3,3,3,4
641,10,3,3,3,3
641,11,4,4,4,4
641,12,4,4,4,4
641,13,4,4,3,4
641,14,4,3,4,4
641,15,3,3,3,4
641,16,4,4,4,4
641,17,3,4,4,4
641,18,3,4,3,4
641,19,3,4,3,4
641,20,3,3,3,4
641,21,3,4,4,4
645,1,3,3,4,4
645,2,4,3,4,4
645,3,4,4,4,4
645,4,3,3,3,3
645,5,4,3,4,4
645,6,2,3,3,4
645,7,3,3,3,2
645,8,3,3,3,4
645,9,3,3,3,3
645,10,4,3,4,4
645,11,3,3,3,4
645,12,3,3,3,3
645,13,3,2,3,3
645,14,3,3,4,4
645,15,4,4,3,4
645,16,3,3,3,4
645,17,3,3,3,3
645,18,3,3,3,4
645,19,3,3,3,4
645,20,4,3,4,4
645,21,3,2,3,4
650,1,1,1,1,1
650,2,1,1,1,1
650,3,1,1,2,1
650,4,1,1,1,1
650,5,1,1,1,1
650,6,1,1,1,1
650,7,1,1,1,1
650,8,1,1,1,1
650,9,1,1,1,1
650,10,2,2,2,2
650,11,1,1,1,1
650,12,1,1,1,1
650,13,1,1,1,1
650,14,1,1,1,1
650,15,1,1,1,1
650,16,1,1,1,1
650,17,1,1,1,1
650,18,1,1,1,1
650,19,1,1,1,1
650,20,1,1,1,1
650,21,1,1,1,1
654,1,3,3,3,3
654,2,3,3,3,3
654,3,3,3,4,3
654,4,2,2,3,3
654,5,3,2,2,2
654,6,3,3,3,2
654,7,3,3,2,3
654,8,3,3,3,3
654,9,3,2,2,2
654,10,2,1,2,2
654,11,3,3,2,3
654,12,3,3,3,2
654,13,3,3,2,4
654,14,3,3,3,2
654,15,3,3,2,3
654,16,3,2,3,2
654,17,3,3,3,3
654,18,3,2,4,2
654,19,2,2,2,2
654,20,3,3,2,4
654,21,3,2,3,4
658,1,4,3,4,4
658,2,4,3,4,4
658,3,3,3,3,3
658,4,3,3,3,3
658,5,4,4,4,4
658,6,3,3,4,4
658,7,2,2,3,3
658,8,3,3,3,4
658,9,3,3,3,4
658,10,4,3,4,4
658,11,3,4,3,4
658,12,3,3,3,3
658,13,4,3,3,3
658,14,4,3,4,4
658,15,4,4,3,4
658,16,4,4,4,4
658,17,3,3,4,3
658,18,4,3,4,3
658,19,4,4,3,4
658,20,3,3,3,4
658,21,4,4,4,4
662,1,3,3,4,4
662,2,3,3,3,4
662,3,4,4,3,4
662,4,3,3,3,4
662,5,4,4,4,4
662,6,4,3,4,4
662,7,4,3,4,4
662,8,4,3,4,4
662,9,3,3,3,4
662,10,3,3,4,4
662,11,3,2,3,3
662,12,4,3,3,3
662,13,3,3,3,3
662,14,3,2,4,4
662,15,4,3,4,4
662,16,3,3,3,3
662,17,4,3,4,4
662,18,3,2,3,3
662,19,3,2,3,3
662,20,4,3,4,4
662,21,3,4,4,4
666,1,3,2,3,3
666,2,3,3,3,3
666,3,2,2,2,3
666,4,2,2,3,3
666,5,2,2,2,3
666,6,3,3,3,2
666,7,3,3,2,2
666,8,3,2,2,3
666,9,3,2,2,3
666,10,3,2,2,3
666,11,2,2,2,3
666,12,3,2,2,3
666,13,3,2,3,3
666,14,3,2,2,3
666,15,3,2,2,3
666,16,2,2,3,3
666,17,3,3,3,3
666,18,2,2,3,3
666,19,2,2,2,3
666,20,2,2,2,3
666,21,2,2,3,3
671,1,1,2,2,2
671,2,1,1,1,1
671,3,2,1,2,2
671,4,1,2,2,2
671,5,2,2,2,3
671,6,1,2,2,2
671,7,1,2,1,2
671,8,1,2,2,2
671,9,1,1,1,2
671,10,1,1,2,2
671,11,1,1,2,2
671,12,1,1,1,1
671,13,1,2,2,2
671,14,2,2,2,2
671,15,1,2,2,2
671,16,1,3,2,2
671,17,1,1,2,2
671,18,2,1,2,2
671,19,1,2,3,3
671,20,1,1,1,2
671,21,1,2,2,2
675,1,3,3,2,2
675,2,3,3,3,3
675,3,3,2,2,3
675,4,3,3,2,2
675,5,3,3,2,2
675,6,3,3,2,2
675,7,2,3,3,3
675,8,2,3,2,2
675,9,3,3,2,2
675,10,3,2,2,3
675,11,3,4,2,2
675,12,3,3,3,3
675,13,3,2,1,3
675,14,4,3,2,3
675,15,2,3,2,3
675,16,3,3,2,2
675,17,3,3,2,3
675,18,2,3,2,2
675,19,4,4,3,3
675,20,2,1,1,1
675,21,2,1,2,3
679,1,4,3,4,4
679,2,4,3,4,4
679,3,4,4,4,4
679,4,3,3,3,3
679,5,4,3,4,4
679,6,4,4,4,4
679,7,4,3,4,4
679,8,4,4,4,4
679,9,3,3,3,3
679,10,4,3,3,4
679,11,3,3,3,3
679,12,4,3,4,3
679,13,4,3,4,3
679,14,4,3,4,4
679,15,4,4,3,3
679,16,4,3,3,3
679,17,3,3,4,4
679,18,4,3,3,3
679,19,3,3,3,3
679,20,4,3,4,4
679,21,3,3,4,4
683,1,2,2,2,3
683,2,2,2,3,3
683,3,2,2,2,2
683,4,2,1,2,3
683,5,2,2,2,2
683,6,2,2,3,3
683,7,2,2,3,3
683,8,2,2,2,3
683,9,2,2,2,3
683,10,2,1,2,2
683,11,2,2,2,3
683,12,2,2,2,3
683,13,2,2,2,3
683,14,2,2,2,2
683,15,2,2,2,3
683,16,2,2,2,3
683,17,2,2,2,2
683,18,2,2,3,3
683,19,2,2,3,3
683,20,2,2,3,3
683,21,3,2,2,3
687,1,3,3,3,3
687,2,3,3,3,3
687,3,3,2,2,3
687,4,3,3,3,3
687,5,3,2,3,2
687,6,3,3,3,3
687,7,2,3,3,3
687,8,2,3,2,3
687,9,2,2,3,3
687,10,3,2,3,3
687,11,3,3,3,3
687,12,2,3,3,3
687,13,2,1,2,2
687,14,3,2,2,2
687,15,3,3,3,3
687,16,3,3,3,3
687,17,3,3,3,3
687,18,2,3,2,3
687,19,2,2,2,3
687,20,2,2,2,3
687,21,2,3,3,4
692,1,2,2,1,2
692,2,2,2,1,1
692,3,3,2,1,1
692,4,2,2,2,2
692,5,2,1,1,2
692,6,2,2,2,2
692,7,2,3,2,3
692,8,2,1,1,2
692,9,2,1,1,2
692,10,2,1,2,2
692,11,2,2,1,2
692,12,2,1,1,2
692,13,1,1,1,1
692,14,1,1,1,2
692,15,3,2,2,2
692,16,3,1,1,2
692,17,2,1,1,2
692,18,2,2,1,2
692,19,2,2,1,1
692,20,2,1,1,2
692,21,2,1,1,2
696,1,4,3,3,4
696,2,4,3,3,4
696,3,3,3,3,3
696,4,4,3,3,3
696,5,3,3,3,3
696,6,4,3,4,4
696,7,2,3,3,3
696,8,3,3,3,4
696,9,3,3,3,3
696,10,3,3,4,4
696,11,4,3,3,4
696,12,4,3,3,4
696,13,3,4,3,4
696,14,3,3,3,4
696,15,4,3,3,4
696,16,3,3,3,3
696,17,3,3,4,4
696,18,3,3,3,3
696,19,3,3,3,4
696,20,3,3,3,4
696,21,3,4,4,4
700,1,2,2,2,2
700,2,2,2,2,2
700,3,1,1,2,2
700,4,2,2,2,2
700,5,2,2,2,2
700,6,2,2,3,3
700,7,1,1,1,1
